"Formula","S1","S2","S4","S5","S6","S7","S8","S9","S10","S12","S13","S14","S15","S17","S18","S19"
"C42H40","1675092","2533181","2395490","3414525","2007489","4785360","2184876","1996377","1398845","4021324","1576305","2000644","1936073","2771600","1618111","1860591"
"C43H42","1303206","1940625","1499649","3935884","1596327","5109997","1956700","1256356","1305960","2660848","1547589","2111721","2115170","3522811","1474727","1684206"
"C44H44","1456346","2121357","1297201","4679373","1584110","3461745","1316421","1797732","1910636","4019039","1257248","2276778","1786032","3044971","1650786","1806029"
"C45H46","1359326","1589454","1923737","3168968","2372116","3861672","1277337","1587313","1573436","2506464","1340670","2466441","1546446","3328423","1790676","1595042"
"C46H48","1707998","1968112","1674216","3890419","1970571","4255452","1314078","1617115","1223352","2511486","1863180","2201351","1585612","3016121","1954285","2175107"
"C47H50","1862151","1738228","1061883","3996449","1637763","3593812","4568249","1432960","1389024","3075127","1347343","1915518","1650361","3782553","1514141","1490059"
"C48H52","1298280","1480780","1395492","4395301","1783237","2559250","4335265","5341850","1200493","3018246","1779034","2285742","1230853","2979687","1710437","2220774"
"C49H54","2105480","1249068","1662248","2566108","1658837","3247340","7115748","5797895","1358387","2460644","1325096","2448725","1553196","3368005","1974531","1590040"
"C50H56","2028699","4730469","1194213","3703062","1346870","2784130","7843892","13707633","1729273","2083259","2541191","3359851","1401044","2393952","2402134","2183139"
"C51H58","1860240","7765199","1945316","2928552","2172159","2886260","7732433","14335516","1244650","1796983","1608687","2616574","1095549","2982428","3757835","1054376"
"C52H60","1492307","9718785","1279840","2830710","1600861","2018224","6826762","16807280","1316486","1469703","1345668","1500462","2314328","1793018","3094675","1146708"
"C53H62","1716792","13884759","1457261","2371168","2147252","1784010","5920622","11748926","1234476","1229804","1121305","1338836","1867714","2672246","4591313","1249259"
"C54H64","2154138","13729881","1876660","2403076","1749144","1739430","9916769","16428672","1620190","1331826","1150615","1539485","2389465","1775401","3851147","1146737"
"C55H66","1929853","9318057","1031558","2373294","1140383","1905709","12130005","12675477","1672295","1240019","1371469","2207619","2950029","2123430","4638577","1167082"
"C56H68","2044898","15148420","1385525","1536318","2084124","1716294","9340925","14681890","1732048","2050660","1159504","1450763","1937609","2010128","4093327","1153437"
"C57H70","2355308","13937347","1280814","1747022","1685289","1306236","7846415","22855682","1195199","1689753","1109930","2579781","2212153","1584527","4440817","978873"
"C58H72","1432279","15637091","1429399","1528026","1579851","3536370","6936635","21504134","1766691","1713663","1488470","1644413","2425264","1471538","4198093","2519163"
"C59H74","1473925","25447534","1994424","1497360","1405509","4283936","5142032","18496346","1277920","1904964","1224055","1738328","2155289","1424274","4535208","2950642"
"C60H76","1554642","17252556","1551447","1094555","1179017","6690533","6108253","13674288","2202594","1916187","1314782","1235340","3214174","1317662","5008392","3309701"
"C61H78","1252971","16582856","1107588","1044169","1336679","6997835","5042089","12000002","2490406","2465339","1290975","1641699","2048129","1273495","5234800","3586973"
"C62H80","1224355","13939542","1894094","1542616","1586189","7850815","5768828","9134698","1671275","3098299","1114023","1628417","3226898","1353304","3822999","2646712"
"C63H82","1197334","11383643","1168499","2711459","1625250","6491289","6057350","9183512","1331762","2666802","1060935","1587595","2037471","7046352","5719935","4333855"
"C64H84","1249341","11182011","1564848","1940672","1676086","5864881","6159572","7835322","1691318","2867811","1219415","1452229","1766203","9136762","3897520","4063394"
"C65H86","1344035","8399800","1549856","1673811","1422480","10863811","4353310","6104855","1206235","2805360","1016240","1214652","2000708","4822778","5189042","2979872"
"C66H88","1393709","11524870","1306873","1545551","1680565","13597928","5044001","6360581","1971386","2583753","1148041","1652577","1518920","4902822","4023555","4596774"
"C67H90","1527341","10562917","1220894","2464677","1709864","10801818","3902869","5631836","1878203","2838503","1386411","1258627","2130987","6569949","4033717","3882849"
"C68H92","1144142","10458768","1083356","2545821","1404780","9028438","3784415","6428473","2143101","2716458","1062700","1150768","1516744","8900737","4121755","4182652"
"C69H94","1440559","9094781","1142732","2628428","1221463","8315542","3589807","5105446","1442031","2144476","1110277","1566740","1389557","7997976","3434118","3512777"
"C70H96","1232883","9221507","1381882","1989344","1240179","7584256","3633825","4997419","1851234","3146318","1348373","1961441","1574380","7398756","3391049","2744119"
"C72H100","1136574","8360962","1076518","2610446","1457838","5961253","2622030","4333384","1288458","2392522","1205449","1669398","1416909","6524972","3055047","2252259"
"C73H102","1120196","5945946","1066786","2652683","2081278","6719305","2387299","3839469","1392433","2892132","1355349","1607403","1275301","6101555","3212526","3325920"
"C76H108","1222442","7220436","1673005","2514334","1586011","6877617","2293324","3978863","1326921","2668825","1144324","2022401","1759352","6528205","2530222","2422854"
"C77H110","1408037","6638450","985427","2803339","1649614","6228437","2456040","3903428","2290205","1412239","1251637","1842582","1631956","6690899","2594813","2899962"
"C34H22","1126112","5985836","1418987","2063142","1804763","7212018","2321177","2258711","1517156","1635170","1140360","1576072","1251854","6328808","1855589","1995957"
"C35H24","1147389","5899514","1345963","2750146","1131290","6567208","2924736","2982577","1245223","1216383","1341697","2000362","1094674","5164717","1698341","2008176"
"C36H26","1329907","4747270","1020843","2337975","1540093","7094934","1938211","3028824","1376962","1537894","1501694","4866502","1915216","3434441","1861768","2589479"
"C37H28","1426246","4955198","1533857","2941211","1252845","4863324","1508087","2378212","1306982","1525836","1252669","3592416","1303546","5515932","1613523","2170306"
"C38H30","1333655","4918973","1232549","1251934","1177168","5370369","1139634","1118121","1262614","1507721","1528877","3661421","2183612","5306529","1549324","1869653"
"C39H32","1209966","4370592","1009019","1461860","1155915","5520338","1326545","2235774","1240347","1664623","1396012","1834142","1302622","3889496","1113786","1577828"
"C40H34","1109197","3975854","1252080","1166075","1582763","5314035","1161071","1799150","1324607","1684774","1110074","2645904","1384456","3493964","1166677","1811572"
"C41H36","1112963","2704827","1861805","1232875","1256313","3715975","1170308","1602951","1231992","1802695","1126744","2650020","1288206","3190244","1113301","1738249"
"C42H38","1300357","2448872","1224399","1275145","1281931","4163539","1928595","1360594","3783800","1610221","1262156","2035935","1468875","3781439","1443820","2076669"
"C43H40","1809261","2506069","1124153","1132225","1264501","3442521","2645433","1253191","1362011","1983146","1125123","1415729","1433562","3053444","2595313","1225766"
"C44H42","1350508","1882666","1486439","1573102","1346319","3504994","4701087","4430233","1363159","2075756","1087912","1302936","1697240","2730447","4365558","1134286"
"C45H44","1852915","2292956","1597759","1614937","1189714","3714360","4110201","9079648","1266759","1795494","1008007","1344915","2057167","2420232","4255525","1411328"
"C46H46","3472511","2122758","1193622","1141107","1392693","3350055","3617320","9006258","1425068","1786181","1193947","1092347","2002564","2602145","3957739","7728892"
"C47H48","4505867","1879620","1402381","1602908","1634577","3231370","6374204","13338122","1810984","1987132","1493198","1469193","1898903","2328057","3690325","3108018"
"C48H50","3350448","1923688","1141205","2017389","1576975","2327648","4335746","13842706","1960802","2292405","1829537","1577767","2192178","2372211","4579950","6302458"
"C49H52","5275505","1782863","1307440","1843281","1613407","2169163","8559555","10893785","1276405","1255425","1436648","1412662","3407658","1891314","4239293","6783988"
"C50H54","4101861","1723426","1272317","2307126","1157133","2069736","13555225","15572377","1468855","1890846","1829895","1726344","2561524","1451498","5889090","6610371"
"C51H56","5001624","3106912","1136179","1829906","1143435","2222850","9339821","14624094","1504974","1415420","2372191","1125292","3283613","1633167","5422721","8138032"
"C52H58","4752558","6271699","1124356","1920857","1131359","1924283","5789109","19637962","2367153","1177745","2140482","1293106","2642280","1616659","5527807","8778629"
"C53H60","4183880","5823817","1332408","1464192","1138147","2047216","7407972","24241934","2150171","2215267","2092867","1612358","1352705","2381709","4406877","9977918"
"C54H62","3781040","7344920","1319437","1761193","1240444","1579659","4806336","17577760","1388576","1101701","1886917","1619079","1151710","6096792","6261355","14781944"
"C55H64","4091782","7449057","1114037","1959723","1833189","1333873","4965066","13431220","1647064","2267042","2157106","1594881","1996842","5996635","5893550","14387808"
"C56H66","3715442","10459913","1151858","1971737","1847286","1511498","5047304","14607737","1913702","1328815","2014105","1591649","2073517","16041888","4825262","14712610"
"C57H68","3256348","10354044","1394776","1546133","1640479","1414923","5170947","10921300","2221247","1242336","2423820","1806544","1197352","13218392","5182447","7571386"
"C58H70","2713161","9463264","1246227","1215656","1427764","3022440","4207705","9908432","1630804","1290937","1410403","2897737","2029738","18989730","5033878","6323374"
"C59H72","2822008","13579791","1178718","1838234","1126613","3067767","5507035","7348125","1467457","1422721","1941386","2460611","1608400","17149790","5640055","4571173"
"C60H74","2191732","18433044","1422360","1228132","1805953","3782594","3461183","11266410","1307524","1490828","1800752","2036969","1225626","16487027","4254564","5486644"
"C61H76","2558986","13541358","1162405","1007678","1494520","3020875","3891265","8880632","1579769","1079860","2844675","1898539","1275435","13414069","4516656","3995379"
"C62H78","2799380","11081587","1727617","1506101","1120895","5468747","3739290","8057118","1573876","1712648","1751542","1850516","1272982","14717415","4367032","3566340"
"C63H80","2241305","11028916","1288054","1103991","3340178","3707481","2989000","6624946","1539674","1628558","1785279","1167686","1519081","19391440","4579820","3746039"
"C64H82","2347775","7698837","1124377","1586898","5224452","7674191","3022219","8214198","2194452","1244384","1771717","1649497","1395533","18638832","3436733","3191240"
"C65H84","2405806","8283640","1193611","1469240","4584225","12408929","2734974","7356033","1709844","1132892","1176942","1360098","1825409","17518360","3659546","4305520"
"C66H86","1696256","8267272","1215392","2391550","6906289","8129663","2374459","5349401","1235772","1448352","1384698","1496431","1488631","13279343","3218795","2480610"
"C67H88","1221569","9978227","1304098","2209686","4952261","5767976","2354790","6080898","2570860","1262559","1842450","4350545","1736014","11236118","2498790","2945624"
"C68H90","1236582","7930873","999755","1652468","7936909","7544793","1736519","5156771","1879240","1502750","1446647","2829164","1399394","7402034","2395348","2575709"
"C69H92","1307166","8839508","1037660","1236953","6174355","5268665","1966268","4328463","2222326","1393305","1092960","2639783","1601815","8337687","2799741","2608757"
