"Formula","S1","S2","S4","S5","S6","S7","S8","S9","S10","S12","S13","S14","S15","S17","S18","S19"
"C36H56OS","0","0","0","0","0","0","0","0","0","0","0","1400278","1116536","0","0","0"
"C37H58OS","0","0","0","0","0","0","0","0","1365022","0","0","0","0","0","0","0"
"C38H60OS","0","1209676","0","1173621","0","0","0","0","0","0","0","0","0","0","0","0"
"C39H62OS","0","0","0","1254595","1406857","1101203","0","0","0","0","0","0","1035830","0","0","0"
"C40H64OS","0","1187488","0","0","0","0","0","1548727","0","0","0","1476954","1290291","0","0","0"
"C41H66OS","0","1175532","0","0","0","0","0","0","0","0","0","0","0","0","1118939","0"
"C42H68OS","0","0","0","0","1121033","0","0","0","0","0","0","0","0","0","0","0"
"C43H70OS","0","0","1165232","0","0","0","0","0","0","0","0","1318942","0","0","0","0"
"C45H74OS","0","0","0","0","0","0","0","0","0","0","0","1476038","0","0","0","0"
"C48H80OS","0","0","0","0","0","1643589","0","0","0","0","0","0","0","0","0","0"
"C52H88OS","0","0","0","1044469","0","0","0","0","0","0","0","0","0","0","0","0"
"C58H100OS","0","0","0","0","0","0","1122634","0","0","0","0","0","0","0","0","0"
"C65H114OS","0","0","0","1069258","0","0","0","0","0","0","0","0","0","0","0","0"
"C22H26OS","0","0","0","0","0","0","0","0","0","0","0","0","1011668","0","0","0"
"C23H28OS","0","0","0","1035784","0","0","0","0","0","0","0","0","0","0","0","0"
"C27H36OS","0","0","0","0","0","1150824","0","0","0","0","0","0","0","0","1113653","0"
"C28H38OS","0","0","0","1166473","0","0","0","0","0","0","0","0","0","0","0","0"
"C29H40OS","0","0","0","0","0","0","0","0","0","0","1292228","0","0","0","0","0"
"C30H42OS","0","0","0","1178304","0","0","0","0","0","0","0","1157813","0","0","0","0"
"C31H44OS","0","1194254","0","0","0","0","1113513","0","0","0","0","1336948","0","0","0","0"
"C32H46OS","0","0","0","1510259","0","0","0","0","1562926","0","0","0","0","0","1106213","0"
"C33H48OS","0","0","0","0","0","1065600","1100616","0","0","0","1349043","1428442","1314952","0","1334839","0"
"C34H50OS","0","0","0","0","0","0","1097505","0","0","0","0","0","1489637","0","1104175","0"
"C35H52OS","0","0","0","0","0","1148956","1110562","0","0","0","0","1287954","1399979","0","0","0"
"C36H54OS","0","1192979","0","0","0","1091772","0","0","0","0","0","1677370","0","0","0","0"
"C37H56OS","0","0","1097295","0","0","0","0","0","1262827","0","1046684","0","0","0","0","0"
"C38H58OS","0","0","0","0","1423297","0","0","0","0","0","0","1813358","0","0","0","0"
"C39H60OS","0","0","0","0","0","1053219","1250301","0","1409833","0","0","1509594","1178062","0","1291733","0"
"C40H62OS","0","0","0","0","1132067","1146059","0","1153363","1662602","0","0","1726855","1115584","0","0","0"
"C41H64OS","0","1165681","0","0","0","0","1429717","0","0","0","0","1847474","1508819","0","0","0"
"C42H66OS","0","0","1166215.97","0","0","0","0","0","0","0","0","1180446","1057467","0","0","0"
"C43H68OS","0","0","0","0","0","0","0","0","0","0","0","1450914","0","0","0","0"
"C44H70OS","0","0","0","0","0","0","0","0","2109938.24","0","0","1282554","0","0","0","0"
"C45H72OS","0","0","0","0","0","1103094","0","0","0","0","0","1894373","1293252","0","0","0"
"C46H74OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1258207","0"
"C47H76OS","0","0","0","1439595","0","0","0","0","0","0","0","0","0","0","0","0"
"C48H78OS","0","0","0","1028352","0","0","1101174","0","0","0","0","0","0","0","0","0"
"C51H84OS","0","0","0","0","0","0","0","0","0","0","0","1745316","0","0","0","0"
"C52H86OS","0","0","0","0","0","0","1283219","0","0","0","0","1434004","1366070","0","0","0"
"C53H88OS","0","0","0","1329918.93","0","0","1095266","0","1287634","0","0","0","0","0","0","0"
"C58H98OS","0","0","0","1165003","0","0","0","0","0","0","0","0","0","0","0","0"
"C19H18OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1051317","0"
"C20H20OS","0","0","0","0","0","0","0","0","0","0","0","0","1030208","0","1343059","0"
"C21H22OS","0","0","0","1374371","0","0","0","0","0","0","0","0","1740539.53","0","0","0"
"C22H24OS","0","1276793","0","1254117","0","0","0","0","1193036","0","0","1388107","1083463","0","1112518","0"
"C23H26OS","0","0","0","1364858","0","0","0","0","0","0","0","0","1370878","0","1622670","0"
"C24H28OS","0","0","0","1143202","0","0","1399589","0","0","0","1069281","1172819","1787233","0","0","0"
"C25H30OS","0","0","1186685","0","0","1055277","0","0","0","0","0","1300004","1201691","0","1567831","0"
"C26H32OS","0","0","0","1783236","0","0","1263366","0","1269860","0","0","0","0","0","0","0"
"C27H34OS","0","0","1163627","0","0","0","1374965","0","1464799","0","1099163","1722123.9","0","0","1481788","0"
"C28H36OS","0","0","1326242","0","0","0","1386889","0","1197315","0","1342756","1295665","1488828.69","0","1303101","0"
"C29H38OS","0","1285682","1132452","0","0","0","0","0","0","0","0","1542506","1094068","0","1706871","0"
"C30H40OS","0","0","0","0","0","0","1363740","0","1200888","0","1053478","1582224","1466196.97","0","1260113","0"
"C31H42OS","0","0","1194917","0","0","0","0","1212656","1737454","0","1051216","2123718","1437994","0","0","0"
"C32H44OS","0","1313203","1044747","0","0","0","0","1139705","0","0","0","1680186","1577928","0","1292068","0"
"C33H46OS","0","0","0","0","1349869","1316089.07","0","1398952","0","0","0","2386303.61","1337188","0","1668141","0"
"C34H48OS","0","1243570","0","0","0","0","0","1404245","0","0","1077457","2009399","1417699","0","0","0"
"C35H50OS","0","1278465","985129","0","0","1208650","1406916","0","0","0","0","1896108","2434262.4","0","0","0"
"C36H52OS","0","1330342","0","0","0","0","0","1244801","0","0","0","2159533","1581429","0","0","0"
"C37H54OS","0","0","0","0","0","0","0","1430450","0","0","0","1781091.66","1248702","0","0","0"
"C38H56OS","0","0","0","0","0","0","0","1172599","0","0","0","1868974","1124119","0","1268958","0"
"C39H58OS","0","1325310","0","0","0","1073840","0","0","0","0","0","2007512","2506907.29","0","1611082","0"
"C40H60OS","0","1337006","0","0","0","0","0","1213166","0","0","0","1751719","1564237","0","0","0"
"C41H62OS","0","1264246","0","0","0","0","1287639","1985086","0","0","0","1926489","1865569","0","0","0"
"C42H64OS","0","0","0","0","0","1362856","0","0","0","0","0","1323126","2079054","0","0","0"
"C43H66OS","0","0","0","0","0","0","0","0","0","0","0","1654314","1275758","0","0","0"
"C44H68OS","0","0","0","0","0","0","1079385","0","0","0","0","2393979.57","1577883","0","1123083","0"
"C45H70OS","0","0","0","0","0","1058537","0","0","0","0","0","2110000","2382797.12","0","0","0"
"C46H72OS","0","0","0","0","1436943","0","0","0","0","0","0","2098867.56","0","0","0","0"
"C47H74OS","0","0","0","0","0","0","0","0","0","0","0","1797507.49","0","0","0","0"
"C49H78OS","0","0","0","0","0","0","0","0","0","0","0","0","1742112","0","0","0"
"C51H82OS","0","0","0","1210579","0","0","0","0","0","0","0","0","0","0","0","0"
"C52H84OS","0","0","0","1501222","0","0","0","0","1289045","0","0","0","1351292","0","0","0"
"C54H88OS","0","0","0","1519368","0","0","0","0","0","0","0","0","0","0","0","0"
"C55H90OS","0","0","0","1428603","0","0","0","0","0","0","0","0","0","0","0","0"
"C56H92OS","0","0","0","0","0","0","1168812","0","0","0","0","0","1530083","0","0","0"
"C59H98OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C64H108OS","0","0","0","0","0","0","0","0","0","0","0","1306756","0","0","0","0"
"C65H110OS","0","1242406","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C24H26OS","0","0","0","1122573","0","0","0","0","0","0","0","0","0","0","0","0"
"C25H28OS","0","0","1073651","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C26H30OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1286090","0"
"C27H32OS","0","0","0","0","0","0","1280193","0","0","0","0","1321062","1638731","0","0","0"
"C28H34OS","0","0","0","0","0","0","0","0","0","0","0","0","1714890","0","0","0"
"C29H36OS","0","1207529","0","0","0","0","0","0","0","0","0","1094967","1184532","0","0","0"
"C31H40OS","0","0","0","0","0","0","0","1230729","0","0","0","1962388","1523638","0","0","0"
"C32H42OS","0","0","0","0","0","0","0","1202113","0","0","0","1457736","1902965","0","0","0"
"C33H44OS","0","1247112","1178221","0","0","0","0","0","0","0","0","1409343","1941049","0","0","0"
"C34H46OS","0","0","0","0","0","0","0","1402123","0","0","0","1985158","1236573","0","0","0"
"C35H48OS","0","1230849","0","0","1207992","0","0","0","0","0","1038441","1606724","1752767","0","0","0"
"C36H50OS","0","0","0","0","0","1181987","0","0","0","0","0","1952043","1621624","0","0","0"
"C37H52OS","0","0","0","0","1159234","1046947","0","1373409","0","0","1300992","1496301","1568432.02","0","0","0"
"C38H54OS","0","0","0","0","0","0","0","1687573","0","0","0","1717249","1766098","0","0","0"
"C39H56OS","0","1632119.53","0","0","1150104","0","0","1467883","0","0","1253221","1851864","1271557","0","0","0"
"C40H58OS","0","0","0","0","0","0","0","1351563","0","0","1318100","1454267","1694172","0","1069919","0"
"C41H60OS","0","0","1244492","0","0","0","0","1381885","0","0","0","2792810.34","2215919","0","0","0"
"C42H62OS","0","1543510","0","0","0","1610374.02","0","0","0","0","0","0","1680354","0","0","0"
"C43H64OS","0","0","0","0","0","1139272","0","1578749","0","0","0","1325236","1865198","0","1091541","0"
"C44H66OS","0","0","0","0","0","0","0","0","0","0","0","1408876","2076903","0","0","0"
"C45H68OS","0","0","0","0","0","1083378","0","1130733","0","0","0","1665444","1146022","0","0","0"
"C46H70OS","0","0","0","0","1293902","1283892","0","0","0","0","1050299","1866625.62","1899778","0","0","0"
"C47H72OS","0","0","0","2223118.59","0","0","0","0","0","0","1082188","1664369","0","0","0","0"
"C48H74OS","0","0","0","0","1170654","0","0","0","0","0","0","1734786","0","0","0","0"
"C49H76OS","0","0","0","0","0","0","1375203","0","0","0","0","0","1818570.61","0","0","0"
"C50H78OS","0","0","0","0","0","0","0","0","0","0","0","1182235","1184527","0","0","0"
"C51H80OS","0","0","0","0","0","0","1225487","0","1690429","0","0","0","1189545","0","0","0"
"C52H82OS","0","0","0","1114667","1167029","0","1339955","0","1706585","0","0","1304382","0","0","0","0"
"C53H84OS","0","0","0","1640226","0","0","0","0","1350059","0","0","1206865","1232531","0","0","0"
"C54H86OS","0","0","0","1070912","0","0","0","0","0","0","0","1636645","0","0","0","0"
"C56H90OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1119233","0"
"C65H108OS","0","0","0","0","0","0","0","0","0","0","0","0","1176282","0","0","0"
"C70H118OS","0","0","0","0","0","0","0","0","0","0","0","0","1306636","0","0","0"
"C26H28OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1166835","0"
"C27H30OS","0","0","0","0","0","0","0","0","0","0","0","0","1066090","0","0","0"
"C29H34OS","0","0","0","0","0","0","1210078","0","0","0","0","0","1176947","0","0","0"
"C30H36OS","0","0","0","0","0","0","0","0","0","0","0","1163872","0","0","0","0"
"C31H38OS","0","0","0","0","0","0","0","0","0","0","0","1450335","1255358","0","0","0"
"C32H40OS","0","0","0","0","0","0","0","0","0","0","0","0","1226652","0","0","0"
"C33H42OS","0","1226546","0","0","0","1216639","0","0","0","0","0","1108169","1121031","0","0","0"
"C34H44OS","0","1579114","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C35H46OS","0","1201917","0","0","0","0","0","1180345","1514793","0","0","1437912","1145416","0","0","0"
"C36H48OS","0","1239241","0","0","1245521","1146023","0","0","0","0","0","0","1462009.24","0","0","0"
"C37H50OS","0","1330735","1107987","0","0","1119328","0","0","0","0","1124418","1171462","1221518","0","0","0"
"C38H52OS","0","0","0","0","0","0","0","0","0","0","0","1839455.6","1314706","0","0","0"
"C39H54OS","0","0","0","0","0","1236678","0","1273578","0","0","0","1665907.5","1473702","0","0","0"
"C40H56OS","0","0","0","0","1118349","0","0","0","0","0","1010851","0","1286251","0","0","0"
"C41H58OS","0","0","0","0","0","0","0","1180080","0","0","0","0","1353852","0","0","0"
"C42H60OS","0","1444438","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C43H62OS","0","1167529","0","0","1255435","0","0","0","0","0","0","1535548","0","0","0","0"
"C44H64OS","0","0","0","0","1147623","0","0","0","0","0","0","0","1253436","0","0","0"
"C45H66OS","0","0","0","0","1142619","1064975","0","1563344","0","0","0","0","0","0","0","0"
"C46H68OS","0","1370208","0","0","0","1496783","0","0","0","0","0","1180780","0","0","0","0"
"C47H70OS","0","0","0","0","1425315","0","0","1229243","1203826","0","0","1119705","1654881","0","1262205","0"
"C48H72OS","0","0","0","0","0","0","0","0","0","0","0","1406583","1409068","0","0","0"
"C49H74OS","0","0","0","0","0","0","0","0","0","0","0","1311396","1421069","0","0","0"
"C50H76OS","0","0","0","0","0","0","1505438","0","0","0","0","1264315","1177620","0","0","0"
"C51H78OS","0","0","0","0","0","1170661","1456631","0","0","0","0","2075672.86","0","0","0","0"
"C52H80OS","0","0","0","0","0","0","0","0","0","0","0","1851030.84","0","0","0","0"
"C53H82OS","0","0","0","0","0","1156058","1224165","1483895","0","0","0","0","1534363","0","0","0"
"C54H84OS","0","0","0","0","0","0","1428506","0","0","0","0","0","0","0","0","0"
"C55H86OS","0","0","1195463","0","1151644","0","0","0","0","0","0","0","1150962","0","0","0"
"C56H88OS","0","0","0","1204009","0","0","0","0","0","0","0","0","1269020","0","0","0"
"C57H90OS","0","0","0","0","0","0","0","0","0","0","0","1237829","0","0","0","0"
"C68H112OS","0","1145398","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C20H14OS","0","0","0","0","0","0","0","0","0","0","1018691","0","0","0","0","0"
"C21H16OS","0","0","0","1319735","0","0","1201829","1209595","0","0","0","1230728","0","0","1643588","0"
"C22H18OS","0","0","0","1472886","0","0","1971970.03","0","0","0","0","1230186","1108883","0","1131403","0"
"C23H20OS","0","0","0","2750111","0","1032803","1347868","1192744","0","0","0","1290557","0","0","0","0"
"C24H22OS","0","1169227","0","2059731","1241336","1312024","1289824","0","0","0","0","0","0","0","1355892","0"
"C25H24OS","0","0","0","2073040","0","1104432","1484989","0","0","0","0","0","0","0","1098157","0"
"C26H26OS","0","0","0","2256716","0","0","1760536.12","0","0","0","1041219","1317036","1484851","0","0","0"
"C27H28OS","0","0","0","2015867","1204716","1031296","1091097","1139969","0","0","0","1236214","0","0","1065341","0"
"C28H30OS","0","1360425","0","0","0","0","0","0","0","0","0","0","1077669","0","1300647","0"
"C29H32OS","0","0","0","1463140","1400070","0","1407463","1319210","0","0","0","1623055","0","0","1139118","0"
"C30H34OS","0","0","0","0","0","0","0","1226634","0","0","0","0","0","0","0","0"
"C31H36OS","0","1370379","1215583","0","1147624","1279497","0","0","1317043","0","1972741.86","1447723","1482945","0","1606095","0"
"C32H38OS","0","1189679","0","0","0","0","0","0","0","0","1105420","1531451","0","0","0","0"
"C33H40OS","0","0","0","0","1117929","1170971","0","0","1243122","0","1182770","1984609.44","1574352","0","1243421","0"
"C34H42OS","0","0","1179844","0","0","1063368","0","1142109","0","0","0","1809640","0","0","0","0"
"C35H44OS","0","0","0","0","0","1059569","0","0","0","0","1160742","1570405","1978692.81","0","0","0"
"C36H46OS","0","1697495","0","0","0","1855466.64","0","1361260","0","0","0","0","1532036","0","0","0"
"C37H48OS","0","1398598","0","0","0","0","0","1128298","0","0","0","0","1304190","0","0","0"
"C38H50OS","0","1494947","0","0","0","1626186","0","1170203","0","0","0","1976293","0","0","0","0"
"C39H52OS","0","0","0","0","1160281","0","0","0","0","0","0","1537004","1942690.5","0","0","0"
"C40H54OS","0","1376200","0","0","0","1846105","0","1274069","0","0","0","1623498","1846269","0","0","0"
"C41H56OS","0","0","0","0","1371395","1264267","0","0","0","0","0","1344957","0","0","0","0"
"C42H58OS","0","0","0","0","0","1210223","0","0","0","0","0","0","0","0","0","0"
"C43H60OS","0","0","0","0","0","0","0","0","0","0","0","1606848","1711868","0","0","0"
"C44H62OS","0","0","0","0","0","1270399","0","0","0","0","0","1407273","0","0","0","0"
"C45H64OS","0","0","0","0","1426606","0","0","1274944","0","0","0","2733063.99","0","0","1158633","0"
"C46H66OS","0","1539816","0","0","1409555","1171833","0","0","0","0","0","1953275","1850952","0","0","0"
"C47H68OS","0","0","0","0","0","0","0","0","0","0","0","1398876","0","0","0","0"
"C48H70OS","0","0","0","0","0","0","0","0","0","0","0","0","1183521.2","0","0","0"
"C49H72OS","0","0","0","0","0","0","0","0","0","0","0","0","1221636","0","0","0"
"C50H74OS","0","0","0","0","0","1422437","1425917","0","0","0","0","0","0","0","0","0"
"C51H76OS","0","1272443","0","0","0","1110901","0","0","0","0","0","0","1337931","0","0","0"
"C52H78OS","0","1275950","0","0","0","0","0","0","0","0","0","1285693","0","0","0","0"
"C53H80OS","0","0","0","0","0","1138227","1383770","0","0","0","0","0","0","0","0","0"
"C54H82OS","0","0","0","0","0","0","1226415","0","0","0","0","0","0","0","0","0"
"C55H84OS","0","0","0","0","0","0","0","0","1428605","0","0","0","0","0","0","0"
"C56H86OS","0","0","0","1393908","0","0","1389140","0","0","0","0","0","0","0","0","0"
"C57H88OS","0","0","0","0","0","0","0","0","0","0","0","1252248","0","0","0","0"
"C58H90OS","0","0","0","1034471","0","0","0","0","0","0","0","1159464","1461492","0","0","0"
"C59H92OS","0","0","0","0","0","0","0","0","0","0","0","1375976","0","0","0","0"
"C62H98OS","0","0","0","0","0","0","0","0","0","0","0","1276441","0","0","0","0"
"C63H100OS","0","0","0","1104715","0","0","0","0","0","0","0","0","0","0","0","0"
"C23H18OS","0","0","0","1026346","0","0","0","0","0","0","0","0","0","0","0","0"
"C26H24OS","0","1347241","0","0","0","0","0","0","0","0","0","0","1070671","0","0","0"
"C27H26OS","0","0","0","0","0","0","1094880","0","1224807","0","0","0","1003400","0","1162661","0"
"C28H28OS","0","1245436","0","0","0","0","0","0","0","0","1075727","0","0","0","0","0"
"C29H30OS","0","1938445","0","0","0","0","0","1133564","0","0","0","0","1060910","0","0","0"
"C30H32OS","0","0","0","0","0","0","0","0","0","0","0","1270495","1187060","0","0","0"
"C31H34OS","0","1341535","0","0","1227881","0","0","0","0","0","0","2098679","1282753","0","0","0"
"C32H36OS","0","1201826","0","0","1194911","0","0","1300846","0","0","0","0","0","0","0","0"
"C33H38OS","0","1177585","0","0","0","0","0","0","0","0","0","1225362","1419923","0","0","0"
"C34H40OS","0","1338634","0","0","1355568","0","0","0","0","0","0","1495801","1352370","0","0","0"
"C35H42OS","0","1385704","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C36H44OS","0","0","0","0","0","1451852","0","0","0","0","0","0","0","0","0","0"
"C37H46OS","0","0","0","0","0","1329140","0","0","0","0","0","0","0","0","1201823","0"
"C38H48OS","0","0","0","0","1362557","0","0","1140353","0","0","1056092","1131386","1747612.35","0","0","0"
"C39H50OS","0","0","0","0","1323893","1977561","0","0","1208988","0","1258832","0","1223411","0","0","0"
"C40H52OS","0","0","0","0","0","1060847","0","1369222","0","0","0","0","0","0","0","0"
"C41H54OS","0","0","0","0","0","0","0","1286653","0","0","0","0","0","0","0","0"
"C42H56OS","0","1387356","0","0","1314503","0","0","0","0","0","0","0","0","0","0","0"
"C43H58OS","0","1174642","1041821","0","0","1332063","0","0","0","0","0","0","0","0","0","0"
"C44H60OS","0","1183426","0","0","0","1174570","0","0","0","0","0","0","0","0","0","0"
"C45H62OS","0","0","0","0","0","1402756","0","1437882","0","0","0","0","0","0","1419859","0"
"C46H64OS","0","1364359","0","0","0","0","0","1176318","0","0","0","0","0","0","0","0"
"C47H66OS","0","0","0","0","0","0","0","0","0","0","1100831","0","0","0","0","0"
"C48H68OS","0","1336566","0","0","0","0","0","0","0","0","0","1526397","0","0","1335724","0"
"C49H70OS","0","1490725","0","0","0","1124571","0","0","0","0","0","1366679","2299112.98","0","0","0"
"C50H72OS","0","0","0","0","0","1077766","0","0","0","0","0","0","0","0","1184756","0"
"C52H76OS","0","0","0","0","0","0","0","0","0","0","0","0","1493079","0","0","0"
"C53H78OS","0","0","0","0","0","0","0","0","0","0","0","1390897","0","0","0","0"
"C54H80OS","0","0","0","0","0","0","0","0","0","0","0","1386023","1723043","0","0","0"
"C56H84OS","0","0","1204831","0","0","0","1169126","0","0","0","0","0","0","0","0","0"
"C57H86OS","0","0","0","0","0","0","0","1129186","0","0","0","0","0","0","0","0"
"C58H88OS","0","0","0","1513794","0","0","0","0","0","0","0","1106078","0","0","0","0"
"C59H90OS","0","0","0","1097315","0","0","0","0","0","0","0","0","0","0","0","0"
"C60H92OS","0","0","0","0","0","0","0","0","0","0","0","1118051","0","0","0","0"
"C32H34OS","0","1295377","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C33H36OS","0","0","0","0","0","1030711","0","0","0","0","0","0","0","0","0","0"
"C34H38OS","0","1371856","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C35H40OS","0","0","0","0","0","1054321","0","0","0","0","0","0","0","0","0","0"
"C38H46OS","0","0","0","0","0","1080200","0","0","0","0","0","0","0","0","0","0"
"C39H48OS","0","0","0","0","0","1510499","0","0","0","0","0","0","0","0","0","0"
"C40H50OS","0","0","1053943","0","1233268","1462658","0","0","0","0","0","0","0","0","0","0"
"C41H52OS","0","1269396","1021063","0","1306103","0","0","1397915","0","0","0","0","0","0","0","0"
"C42H54OS","0","0","0","0","1630966","0","0","0","0","0","0","0","0","0","0","0"
"C43H56OS","0","1244768","0","0","0","1121990","0","0","0","0","0","0","0","0","0","0"
"C47H64OS","0","0","0","0","0","1058950","0","1408847","0","0","0","0","0","0","0","0"
"C49H68OS","0","0","0","0","1781811.53","0","0","0","0","0","1120455","0","0","0","0","0"
"C50H70OS","0","0","0","0","0","1065862","0","0","0","0","0","0","0","0","0","0"
"C51H72OS","0","0","0","0","0","0","0","1350358","0","0","0","1462877","0","0","0","0"
"C54H78OS","0","0","0","0","0","0","0","1304420","0","0","0","0","0","0","0","0"
"C55H80OS","0","0","0","0","0","0","0","0","0","0","0","0","1208271","0","0","0"
"C59H88OS","0","0","0","0","0","0","1090113","0","1326473","0","0","0","0","0","0","0"
"C67H104OS","0","0","0","0","1294701","0","0","0","0","0","0","0","0","0","0","0"
"C71H112OS","0","1283378","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C26H20OS","0","0","0","1016198","0","0","0","0","0","0","0","0","0","0","0","0"
"C27H22OS","0","0","0","0","0","0","1506964.6","0","0","0","0","0","0","0","0","0"
"C31H30OS","0","1303294","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C32H32OS","0","0","0","0","0","0","0","0","0","0","1086454","0","0","0","0","0"
"C33H34OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C34H36OS","0","0","0","0","0","1387894","0","0","0","0","0","0","0","0","0","0"
"C35H38OS","0","0","0","0","0","1265845","0","0","0","0","0","1382865","0","0","0","0"
"C36H40OS","0","1171698","0","0","0","0","0","1491679","0","0","0","0","0","0","0","0"
"C38H44OS","0","0","0","0","0","0","0","0","0","0","0","1333238","1132753","0","0","0"
"C39H46OS","0","0","0","0","0","1240047","0","0","0","0","0","0","0","0","0","0"
"C40H48OS","0","0","0","0","0","0","0","1310733","0","0","0","0","0","0","0","0"
"C43H54OS","0","1322836","0","0","1229654","0","0","0","0","0","0","0","0","0","0","0"
"C44H56OS","0","1272749","0","0","0","0","0","0","0","0","1027729","0","0","0","0","0"
"C46H60OS","0","1257997","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C48H64OS","0","1310384","0","0","0","1262801","0","0","0","0","0","0","0","0","0","0"
"C49H66OS","0","0","0","0","0","0","0","0","0","0","0","1605748","0","0","0","0"
"C50H68OS","0","0","0","0","0","1634791","0","0","0","0","0","0","0","0","0","0"
"C52H72OS","0","0","0","0","0","0","0","0","0","0","0","1784459","0","0","0","0"
"C54H76OS","0","0","0","0","0","1032132","0","0","0","0","0","0","0","0","0","0"
"C55H78OS","0","0","0","0","0","0","0","0","0","0","0","0","1391302","0","1330877","0"
"C56H80OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C57H82OS","0","0","0","0","0","0","0","0","0","0","0","1107472","1226971","0","0","0"
"C60H88OS","0","0","0","1037555","0","0","0","0","0","0","0","0","0","0","0","0"
"C61H90OS","0","0","0","0","0","0","1222846","0","0","0","0","0","1173978","0","0","0"
"C62H92OS","0","0","0","1059838","0","0","0","0","0","0","0","0","0","0","0","0"
"C28H22OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1358763","0"
"C29H24OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1054250","0"
"C30H26OS","0","0","0","0","0","0","0","0","0","0","0","1227605","0","0","0","0"
"C34H34OS","0","0","0","0","0","0","0","0","0","0","0","1178251","0","0","0","0"
"C35H36OS","0","0","0","0","0","0","0","0","0","0","0","0","1241175","0","0","0"
"C36H38OS","0","0","0","0","0","0","0","0","0","0","0","0","1110186","0","0","0"
"C38H42OS","0","0","0","0","0","0","0","1152040","0","0","0","0","0","0","0","0"
"C39H44OS","0","0","0","0","0","0","0","1298278","0","0","1196392","0","0","0","0","0"
"C40H46OS","0","0","0","0","0","0","0","0","0","0","0","1406144","0","0","0","0"
"C41H48OS","0","0","0","0","0","0","0","0","0","0","0","0","1622332","0","0","0"
"C44H54OS","0","0","0","0","0","1045993","0","0","0","0","0","0","0","0","0","0"
"C45H56OS","0","1231222","0","0","0","0","0","0","0","0","0","1242271","0","0","0","0"
"C47H60OS","0","0","0","0","0","0","0","0","0","0","0","1091253","0","0","0","0"
"C48H62OS","0","0","1116064","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C49H64OS","0","0","0","0","0","0","0","0","0","0","0","1250145","0","0","0","0"
"C53H72OS","0","0","0","0","0","1142102","0","0","0","0","0","0","0","0","0","0"
"C54H74OS","0","0","0","0","0","0","0","1257456","0","0","0","1254737","0","0","0","0"
"C55H76OS","0","0","0","0","1329960","0","0","0","0","0","0","0","1294478","0","0","0"
"C64H94OS","0","0","0","0","0","0","0","0","0","0","1102032","0","0","0","0","0"
"C76H118OS","0","0","0","0","0","1164427","0","0","0","0","0","0","0","0","0","0"
"C33H30OS","0","0","0","0","0","1027986","0","0","0","0","0","0","0","0","0","0"
"C34H32OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C35H34OS","0","0","0","0","0","0","0","0","0","0","0","1204349","0","0","0","0"
"C36H36OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C37H38OS","0","0","996613","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C39H42OS","0","0","0","0","0","0","0","0","0","0","0","0","1180867","0","0","0"
"C41H46OS","0","1187755","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C42H48OS","0","0","0","0","0","0","0","0","1269207","0","0","0","0","0","0","0"
"C43H50OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C50H64OS","0","0","0","0","0","0","0","1198128","0","0","0","0","0","0","0","0"
"C51H66OS","0","0","0","0","1281158","0","1179161","0","0","0","0","0","0","0","0","0"
"C52H68OS","0","0","0","0","0","0","0","0","0","0","0","1378303","0","0","0","0"
"C53H70OS","0","0","0","0","0","1030919","1128491","0","0","0","0","0","0","0","1158372","0"
"C56H76OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C59H82OS","0","0","0","0","0","0","1134852","0","0","0","0","0","0","0","0","0"
"C35H32OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C37H36OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C38H38OS","0","0","0","0","0","0","0","0","0","0","0","0","1001601","0","0","0"
"C40H42OS","0","0","0","0","0","0","0","0","0","0","0","0","1211542","0","0","0"
